battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp,moves_used
battle-gen9randombattle-25609,v3,v4,v3Ae319175cp8000,1,16,clefable|glastrier|gogoat|noivern|quaquaval|snorlax,entei|golemalola|ogerponwellspring|oricoriopau|rabsca|ursalunabloodmoon,5,1,0.276,6,0,0.0,aquastep|bodyslam|dracometeor|hornleech|iciclecrash|moonblast
battle-gen9randombattle-25610,v3,v4,v4Be319175cp8000,0,20,arceusfighting|darkrai|drednaw|drifblim|manaphy|shayminsky,beartic|duraludon|meganium|regieleki|torterra|uxie,6,0,0.0,5,1,0.76,airslash|bodypress|darkpulse|earthpower|earthquake|hydropump|seedflare|shadowball|sludgebomb|stoneedge
battle-gen9randombattle-25611,v3,v4,v3Ae319175cp8000,1,16,altaria|blaziken|granbull|mesprit|serperior|uxie,komala|latios|mienshao|oinkolognef|palossand|tatsugiri,4,2,1.101,6,0,0.0,bravebird|closecombat|knockoff|leafstorm|psychicnoise
battle-gen9randombattle-25612,v3,v4,v3Ae319175cp8000,1,18,chiyu|delphox|flygon|sudowoodo|volbeat|wochien,breloom|chiyu|dewgong|ironcrown|staraptor|tyranitar,5,1,0.015,6,0,0.0,earthquake|fireblast|headsmash|knockoff|lunge
battle-gen9randombattle-25613,v3,v4,v3Ae319175cp8000,1,21,comfey|crabominable|enamorustherian|masquerain|sneasler|uxie,basculinbluestriped|espeon|hawlucha|hippowdon|kyogre|misdreavus,3,3,2.061,6,0,0.0,drainingkiss|drainpunch|gigadrain|hurricane|icehammer|superpower
battle-gen9randombattle-25614,v3,v4,v3Ae319175cp8000,1,18,alcremiesaltedcream|beartic|bombirdier|kommoo|polteageistantique|tentacruel,dewgong|granbull|milotic|mudsdale|spectrier|swalot,4,2,1.907,6,0,0.0,boomburst|bravebird|closecombat|earthquake|iciclecrash|shadowball|sludgebomb
battle-gen9randombattle-25615,v3,v4,v3Ae319175cp8000,1,14,chansey|eternatus|kleavor|leafeon|sandyshocks|swampert,basculegionf|drifblim|falinks|gougingfire|necrozma|raikou,3,3,2.431,6,0,0.0,doubleedge|dynamaxcannon|earthpower|leafblade|meteorbeam|xscissor
battle-gen9randombattle-25616,v3,v4,v4Be319175cp8000,0,23,irontreads|magnezone|meloetta|polteageist|screamtail|spiritomb,fluttermane|gougingfire|irontreads|ludicolo|necrozmadawnwings|rampardos,6,0,0.0,5,1,0.46,closecombat|earthquake|knockoff|playrough|poltergeist|shadowball|thunderbolt
battle-gen9randombattle-25617,v3,v4,v3Ae319175cp8000,1,17,arceusfighting|heatran|irontreads|malamar|mamoswine|overqwil,dewgong|dragapult|gengar|kingdra|regice|stonjourner,5,1,0.611,6,0,0.0,bodypress|crunch|earthquake|gunkshot|knockoff|magmastorm|storedpower|superpower
battle-gen9randombattle-25618,v3,v4,v3Ae319175cp8000,1,17,gardevoir|magcargo|palossand|regieleki|scizor|virizion,amoonguss|enamorustherian|glalie|golduck|heatran|meganium,4,2,1.721,6,0,0.0,bugbite|closecombat|earthpower|explosion|powergem|psyshock|stoneedge|thunderbolt
battle-gen9randombattle-25619,v3,v4,v3Ae319175cp8000,1,19,calyrex|ludicolo|lumineon|moltresgalar|morpeko|pachirisu,bellossom|cresselia|glaceon|gyarados|inteleon|zangoose,4,2,1.548,6,0,0.0,aurawheel|gigadrain|hurricane|hydropump|psyshock|uturn
battle-gen9randombattle-25620,v3,v4,v4Be319175cp8000,0,24,arbok|deoxysdefense|lycanrocdusk|mimikyubusted|reuniclus|vigoroth,ambipom|florges|oricoriosensu|pikachukalos|regirock|sableye,6,0,0.0,5,1,1.0,closecombat|earthquake|focusblast|gunkshot|playrough|psychicnoise|psyshock
battle-gen9randombattle-25621,v3,v4,v4Be319175cp8000,0,24,electrode|exeggutor|feraligatr|golduck|latios|sudowoodo,appletun|hitmontop|lanturn|mudsdale|zarude,6,0,0.0,4,1,1.0,dracometeor|hydropump|icebeam|icepunch|protect|thunderbolt|woodhammer
battle-gen9randombattle-25622,v3,v4,v4Be319175cp8000,0,15,coalossal|espathra|ironboulder|mausholdfour|sunflora|zoroarkhisui,blastoise|brutebonnet|girafarig|toxicroak|weezinggalar|zoroarkhisui,6,0,0.0,4,2,0.76,bite|dazzlinggleam|focusblast|mightycleave|overheat|sludgebomb
battle-gen9randombattle-25623,v3,v4,v4Be319175cp8000,0,15,araquanid|conkeldurr|delibird|espeon|floatzel|glastrier,giratinaorigin|ironvaliant|magcargo|skarmory|taurospaldeablaze|vespiquen,6,0,0.0,5,1,1.0,bravebird|closecombat|facade|freezedry|hydropump|iciclecrash|shadowball|wavecrash
battle-gen9randombattle-25624,v3,v4,v3Ae319175cp8000,1,15,ariados|duraludon|gastrodoneast|luxray|sandslashalola|urshifu,appletun|inteleon|noctowl|rampardos|spidops|ursaring,2,4,2.072,6,0,0.0,dracometeor|earthquake|icebeam|knockoff|megahorn|supercellslam
battle-gen9randombattle-25625,v3,v4,v3Ae319175cp8000,1,15,chienpao|dachsbun|dugtrioalola|granbull|leavanny|mienshao,baxcalibur|ceruledge|dedenne|drifblim|dudunsparcethreesegment|meowstic,3,3,2.516,6,0,0.0,bodypress|highjumpkick|iciclecrash|knockoff|playrough
battle-gen9randombattle-25626,v3,v4,v4Be319175cp8000,0,24,bronzong|lanturn|masquerain|mienshao|tentacruel|weavile,dedenne|jirachi|porygon2|raichu|virizion,6,0,0.0,4,1,1.0,bugbuzz|closecombat|hydropump|ironhead|knockoff|scald|surf|thunderbolt
battle-gen9randombattle-25627,v3,v4,v4Be319175cp8000,0,19,arceuswater|calyrex|chansey|salamence|umbreon|victreebel,donphan|farigiraf|honchkrow|jolteon,6,0,0.0,3,1,0.68,foulplay|gigadrain|icebeam|judgment|outrage|powerwhip|seismictoss
